tipo_operacion,importe,hora,dia_semana,pais_destino,antiguedad_cliente,num_transacciones_24h,importe_promedio_historico,ratio_importe_vs_historico,canal,es_fraude
retiro_cajero,197.3,13,1,domestic,24,2,448.12,0.4403,sucursal,0
transferencia,59.33,12,4,Africa,96,1,56.45,1.051,app_movil,0
compra_pos,102.65,9,2,domestic,52,2,68.08,1.5078,sucursal,0
pago_online,191.77,13,2,US,79,2,223.68,0.8573,web,0
transferencia,293.23,15,1,domestic,10,2,326.32,0.8986,app_movil,0
retiro_cajero,96.11,15,4,domestic,32,1,83.37,1.1529,sucursal,0
pago_online,48.88,11,0,domestic,41,0,39.84,1.227,app_movil,0
retiro_cajero,468.98,13,0,domestic,57,1,325.74,1.4397,app_movil,0
transferencia,31.01,19,1,domestic,28,1,56.29,0.5508,sucursal,0
transferencia_internacional,246.64,10,1,Asia,42,0,286.97,0.8595,app_movil,0
compra_pos,266.21,9,5,US,66,1,174.05,1.5295,web,0
compra_pos,16.25,12,3,domestic,15,1,57.04,0.2849,cajero,0
transferencia,353.21,17,0,Asia,94,0,314.32,1.1237,app_movil,0
transferencia,31.08,10,0,domestic,103,2,30.44,1.0212,app_movil,0
transferencia,35.58,8,4,domestic,32,2,34.16,1.0417,cajero,0
pago_online,87.51,18,3,domestic,67,2,77.08,1.1354,cajero,0
pago_online,21.95,12,0,EU,79,0,42.32,0.5187,app_movil,0
transferencia,661.86,10,3,domestic,60,0,799.56,0.8278,web,0
pago_online,523.66,15,4,domestic,126,2,562.87,0.9303,app_movil,0
retiro_cajero,189.48,9,3,LATAM,22,0,200.47,0.9452,sucursal,0
transferencia,28.74,13,2,domestic,108,4,32.45,0.8858,web,0
transferencia,120.22,19,5,US,54,0,84.77,1.4182,app_movil,0
retiro_cajero,90.45,18,6,US,23,8,16.65,5.4326,app_movil,1
pago_online,145.6,12,3,domestic,117,1,138.73,1.0495,cajero,0
retiro_cajero,369.79,18,0,LATAM,22,2,260.11,1.4217,app_movil,0
pago_online,41.89,7,4,domestic,41,2,43.71,0.9585,app_movil,0
pago_online,279.05,16,5,domestic,26,1,241.38,1.1561,app_movil,0
transferencia,196.95,18,6,domestic,54,2,154.39,1.2757,web,0
transferencia,95.15,18,3,EU,27,2,89.86,1.0588,app_movil,0
transferencia_internacional,189.2,21,1,domestic,92,2,134.45,1.4072,cajero,0
transferencia,104.87,9,2,EU,30,0,182.52,0.5746,app_movil,0
transferencia,42.49,18,2,domestic,76,1,34.11,1.2458,app_movil,0
transferencia,45.88,18,1,LATAM,35,0,29.26,1.5679,sucursal,0
pago_online,43.13,22,2,EU,96,1,60.73,0.7101,app_movil,0
transferencia,85.09,13,3,domestic,16,2,52.42,1.6232,web,0
pago_online,79.7,3,0,LATAM,63,1,75.36,1.0576,cajero,0
pago_online,73.56,8,5,domestic,120,2,66.87,1.1001,app_movil,0
compra_pos,19.85,15,3,domestic,54,3,35.47,0.5597,app_movil,0
pago_online,288.77,12,2,domestic,116,0,204.19,1.4142,app_movil,0
transferencia,72.53,20,3,domestic,111,1,93.4,0.7765,app_movil,0
transferencia,42.9,17,0,domestic,31,1,43.51,0.9859,cajero,0
transferencia_internacional,74.28,14,1,domestic,38,0,57.51,1.2916,cajero,0
transferencia,160.58,10,1,domestic,67,0,171.77,0.9349,app_movil,0
pago_online,52.25,18,0,LATAM,73,2,50.84,1.0277,web,0
transferencia,80.36,11,4,domestic,56,4,69.54,1.1557,sucursal,0
pago_online,255.28,9,3,domestic,50,1,382.37,0.6676,app_movil,0
retiro_cajero,70.44,3,1,domestic,153,2,72.47,0.9719,web,0
transferencia_internacional,87.82,19,0,domestic,40,1,92.87,0.9456,sucursal,0
transferencia_internacional,29.28,11,3,US,103,0,25.27,1.1585,web,0
retiro_cajero,45.6,16,4,domestic,106,2,36.84,1.2377,sucursal,0
transferencia,379.68,17,2,domestic,37,2,369.53,1.0275,app_movil,0
pago_online,152.37,22,5,EU,86,1,136.02,1.1202,app_movil,0
transferencia,324.18,16,3,LATAM,111,1,319.63,1.0142,sucursal,0
pago_online,120.39,22,1,EU,91,2,135.82,0.8864,app_movil,0
compra_pos,23.24,13,4,domestic,74,3,20.67,1.1243,cajero,0
transferencia,250.0,23,5,domestic,29,1,213.02,1.1736,app_movil,0
compra_pos,155.63,10,3,domestic,66,3,136.84,1.1373,app_movil,0
transferencia_internacional,500.68,3,4,Asia,11,8,219.22,2.2839,web,1
compra_pos,162.46,20,4,domestic,40,0,259.84,0.6252,app_movil,0
compra_pos,133.01,8,1,domestic,103,2,153.9,0.8643,app_movil,0
transferencia,95.19,11,1,EU,81,2,67.23,1.4159,web,0
transferencia,146.27,21,2,LATAM,45,1,145.41,1.0059,sucursal,0
transferencia,76.2,21,0,domestic,95,2,75.42,1.0103,web,0
transferencia_internacional,65.58,3,2,Africa,24,9,28.97,2.2637,app_movil,1
transferencia,20.59,18,0,EU,17,2,38.23,0.5385,web,0
transferencia,54.8,22,3,domestic,78,1,59.3,0.9241,app_movil,0
transferencia,81.91,22,4,domestic,178,1,84.49,0.9695,app_movil,0
pago_online,38.1,19,5,domestic,17,1,29.49,1.292,app_movil,0
retiro_cajero,33.44,10,6,domestic,59,1,104.42,0.3202,cajero,0
compra_pos,54.52,17,1,domestic,47,1,55.11,0.9893,cajero,0
pago_online,58.86,13,5,LATAM,48,3,71.33,0.8252,sucursal,0
pago_online,241.78,10,2,domestic,163,0,203.2,1.1898,sucursal,0
compra_pos,113.05,10,3,domestic,40,0,111.04,1.0181,app_movil,0
transferencia,94.22,10,1,domestic,6,0,87.49,1.077,web,0
pago_online,98.82,20,2,LATAM,19,1,67.83,1.457,web,0
pago_online,48.58,11,2,domestic,71,1,91.3,0.5321,app_movil,0
compra_pos,46.13,22,1,domestic,16,2,35.56,1.2971,web,0
compra_pos,165.45,18,0,EU,96,0,245.51,0.6739,web,0
transferencia,25.93,18,0,domestic,12,0,31.36,0.8267,app_movil,0
transferencia,76.49,22,4,domestic,31,0,96.07,0.7962,cajero,0
compra_pos,72.94,17,2,domestic,99,3,52.91,1.3786,web,0
pago_online,1510.38,22,5,EU,3,5,368.75,4.0959,cajero,1
retiro_cajero,77.03,19,5,LATAM,43,1,65.12,1.1829,app_movil,0
transferencia,129.42,8,5,EU,38,1,143.07,0.9046,sucursal,0
retiro_cajero,272.45,17,4,Asia,57,0,220.22,1.2372,cajero,0
compra_pos,40.61,19,5,domestic,44,3,44.8,0.9065,web,0
transferencia,344.96,12,2,EU,75,2,262.66,1.3133,cajero,0
compra_pos,69.76,13,4,domestic,47,2,74.65,0.9345,web,0
transferencia,155.64,16,0,EU,19,2,158.68,0.9809,sucursal,0
transferencia,117.98,20,4,LATAM,69,1,100.82,1.1702,app_movil,0
transferencia,33.74,21,3,domestic,17,2,58.47,0.5771,app_movil,0
retiro_cajero,104.94,16,4,domestic,78,0,93.68,1.1202,web,0
pago_online,126.23,8,2,US,26,1,96.5,1.3081,web,0
pago_online,54.83,16,5,domestic,64,1,50.01,1.0963,cajero,0
compra_pos,318.81,15,0,domestic,103,0,209.23,1.5237,app_movil,0
transferencia,94.03,15,0,domestic,26,0,90.6,1.0379,sucursal,0
compra_pos,256.98,14,4,domestic,18,2,242.45,1.0599,app_movil,0
pago_online,53.11,9,6,domestic,23,2,47.01,1.1298,web,0
pago_online,21.3,20,1,Asia,20,2,37.0,0.5756,sucursal,0
compra_pos,40.01,17,3,US,86,0,41.11,0.9733,app_movil,0
compra_pos,344.26,23,3,US,42,2,289.06,1.191,cajero,0
transferencia,49.2,6,4,domestic,16,1,51.82,0.9494,sucursal,0
transferencia,53.59,13,5,EU,22,0,53.67,0.9986,app_movil,0
transferencia,88.72,7,3,domestic,31,4,91.65,0.9681,web,0
transferencia,45.34,12,3,US,80,3,41.76,1.0857,app_movil,0
transferencia_internacional,336.4,12,0,domestic,37,2,250.42,1.3434,app_movil,0
transferencia,31.1,12,1,domestic,157,1,33.35,0.9326,app_movil,0
compra_pos,19.34,14,2,Asia,36,3,24.15,0.8007,app_movil,0
transferencia,136.62,15,2,EU,59,1,99.82,1.3687,app_movil,0
compra_pos,311.05,23,6,domestic,25,3,226.28,1.3746,cajero,0
transferencia,259.79,21,1,domestic,37,0,293.68,0.8846,app_movil,0
pago_online,98.6,18,0,Asia,21,0,160.02,0.6162,app_movil,0
transferencia_internacional,86.98,12,0,US,59,2,63.12,1.378,cajero,0
compra_pos,200.33,13,2,domestic,84,0,236.23,0.848,web,0
transferencia,114.32,21,5,domestic,67,0,240.72,0.4749,web,0
compra_pos,81.44,19,3,US,50,2,83.56,0.9746,web,0
pago_online,159.07,22,2,domestic,54,1,275.17,0.5781,web,0
transferencia,140.38,12,0,domestic,30,2,116.97,1.2001,app_movil,0
retiro_cajero,90.2,18,2,LATAM,113,3,84.82,1.0634,cajero,0
transferencia,36.87,7,5,domestic,83,2,45.42,0.8117,cajero,0
compra_pos,100.47,17,5,domestic,35,3,173.31,0.5797,app_movil,0
transferencia,164.78,3,0,domestic,25,3,192.87,0.8544,cajero,0
retiro_cajero,31.9,3,0,domestic,66,1,35.36,0.902,web,0
pago_online,92.46,21,1,domestic,130,4,75.61,1.2228,app_movil,0
transferencia,64.51,9,0,US,135,1,45.6,1.4146,cajero,0
retiro_cajero,242.36,16,1,domestic,40,2,335.08,0.7233,sucursal,0
retiro_cajero,62.35,8,6,EU,88,0,72.3,0.8624,app_movil,0
pago_online,30.88,12,1,domestic,27,3,29.46,1.0481,app_movil,0
retiro_cajero,76.51,16,4,domestic,40,2,81.28,0.9413,cajero,0
pago_online,36.28,8,1,domestic,168,2,34.54,1.0503,app_movil,0
transferencia,50.22,12,4,domestic,21,0,188.47,0.2665,cajero,0
compra_pos,79.35,10,3,domestic,148,2,82.95,0.9566,web,0
compra_pos,138.86,21,4,US,14,2,83.93,1.6545,app_movil,0
transferencia_internacional,74.7,17,4,domestic,81,1,53.31,1.4013,web,0
retiro_cajero,82.65,17,0,domestic,24,0,192.91,0.4284,cajero,0
retiro_cajero,78.55,8,3,domestic,82,3,92.22,0.8518,app_movil,0
pago_online,89.52,14,1,domestic,131,1,89.49,1.0003,web,0
retiro_cajero,58.41,10,4,US,85,2,86.58,0.6747,cajero,0
compra_pos,21.35,0,6,domestic,85,1,21.34,1.0004,app_movil,0
transferencia,26.91,16,3,domestic,126,3,32.54,0.8271,cajero,0
compra_pos,324.02,16,0,domestic,148,2,247.97,1.3067,cajero,0
transferencia_internacional,26.04,17,2,domestic,49,0,38.43,0.6775,web,0
compra_pos,24.36,20,0,EU,18,2,20.51,1.1875,web,0
retiro_cajero,60.17,4,5,domestic,68,2,88.59,0.6791,cajero,0
compra_pos,27.45,16,4,domestic,31,0,42.1,0.6521,web,0
transferencia,4.18,11,4,domestic,40,2,34.47,0.1211,web,0
compra_pos,94.93,21,0,domestic,96,0,81.68,1.1623,app_movil,0
transferencia_internacional,446.01,1,0,Asia,0,3,107.6,4.145,web,1
transferencia,153.78,22,5,US,61,0,100.43,1.5312,sucursal,0
retiro_cajero,169.84,10,2,Asia,25,3,104.55,1.6245,app_movil,0
transferencia,29.27,18,6,domestic,64,1,53.77,0.5444,app_movil,0
pago_online,200.79,21,1,domestic,74,0,162.84,1.2331,app_movil,0
transferencia,32.45,13,0,domestic,12,3,46.22,0.702,web,0
transferencia,19.61,9,4,domestic,80,3,15.68,1.2509,sucursal,0
compra_pos,51.35,20,3,EU,45,0,75.65,0.6787,sucursal,0
pago_online,412.34,10,0,domestic,31,3,345.52,1.1934,sucursal,0
pago_online,65.42,0,6,domestic,23,1,60.61,1.0793,web,0
compra_pos,80.19,19,0,domestic,106,5,76.11,1.0536,web,0
pago_online,78.4,20,6,EU,29,2,61.36,1.2777,web,0
transferencia,100.86,16,5,US,92,2,66.41,1.5188,sucursal,0
pago_online,26.21,12,3,domestic,51,0,36.76,0.713,app_movil,0
retiro_cajero,60.99,13,2,domestic,44,4,55.58,1.0973,app_movil,0
pago_online,9.42,18,5,domestic,67,3,14.85,0.6341,web,0
pago_online,215.4,10,2,domestic,37,0,324.76,0.6632,sucursal,0
retiro_cajero,42.62,20,3,Asia,91,2,39.74,1.0726,web,0
pago_online,20.23,17,3,domestic,90,0,29.33,0.6898,cajero,0
retiro_cajero,252.28,15,4,domestic,56,2,332.48,0.7588,app_movil,0
transferencia_internacional,188.97,4,5,LATAM,5,7,112.68,1.6771,cajero,1
transferencia,228.66,15,0,EU,92,1,157.75,1.4495,app_movil,0
pago_online,227.49,16,0,domestic,59,0,274.16,0.8298,cajero,0
pago_online,24.22,19,1,domestic,38,1,22.48,1.0773,app_movil,0
pago_online,77.71,21,5,domestic,71,0,59.15,1.3137,app_movil,0
transferencia,45.37,6,2,domestic,34,2,47.1,0.9634,web,0
compra_pos,19.82,17,0,EU,71,3,102.38,0.1936,app_movil,0
transferencia,70.58,6,1,domestic,127,4,58.74,1.2016,web,0
pago_online,184.73,9,5,domestic,51,2,168.21,1.0982,cajero,0
pago_online,12.3,10,3,domestic,82,4,13.69,0.8981,web,0
transferencia,38.43,14,0,domestic,76,2,43.36,0.8862,web,0
compra_pos,175.67,18,0,domestic,34,1,205.94,0.853,app_movil,0
transferencia,51.06,15,0,domestic,88,2,57.79,0.8835,web,0
transferencia,215.31,22,5,LATAM,87,2,175.3,1.2282,cajero,0
transferencia,129.34,17,1,US,101,1,85.96,1.5047,app_movil,0
pago_online,61.62,7,0,EU,50,0,46.2,1.3339,web,0
transferencia,76.56,4,0,LATAM,3,5,51.04,1.5,app_movil,1
pago_online,45.07,17,2,domestic,22,3,38.14,1.1817,app_movil,0
pago_online,175.41,16,2,Asia,73,0,150.12,1.1684,cajero,0
transferencia,176.38,23,5,domestic,153,0,132.03,1.3359,app_movil,0
transferencia,32.95,4,0,domestic,97,1,22.25,1.481,web,0
retiro_cajero,177.58,6,5,EU,45,1,179.23,0.9908,cajero,0
pago_online,138.56,15,3,EU,37,0,176.44,0.7853,app_movil,0
pago_online,115.75,11,6,EU,31,1,134.1,0.8631,app_movil,0
pago_online,335.37,13,5,domestic,44,1,218.92,1.5319,web,0
transferencia,72.28,9,2,domestic,46,5,101.92,0.7091,app_movil,0
pago_online,548.68,14,1,domestic,126,2,390.37,1.4055,app_movil,0
pago_online,71.36,18,6,domestic,29,6,94.37,0.7562,web,0
transferencia,67.44,1,2,domestic,46,0,98.0,0.6881,web,0
transferencia,136.7,7,1,domestic,47,2,110.02,1.2425,app_movil,0
retiro_cajero,141.49,8,5,domestic,46,1,161.98,0.8735,sucursal,0
pago_online,24.16,8,2,US,123,1,36.24,0.6666,app_movil,0
transferencia,110.04,10,5,domestic,116,2,100.05,1.0998,cajero,0
transferencia,27.5,14,5,domestic,38,4,35.02,0.7852,app_movil,0
transferencia,39.2,12,3,Africa,68,3,47.93,0.8179,web,0
transferencia_internacional,151.28,19,3,US,36,1,269.29,0.5618,web,0
compra_pos,200.5,19,2,domestic,29,3,130.42,1.5374,sucursal,0
compra_pos,11.53,20,4,domestic,90,2,7.41,1.5565,cajero,0
transferencia,92.5,15,0,domestic,40,3,63.38,1.4594,web,0
transferencia,26.96,12,3,domestic,57,2,26.35,1.0231,app_movil,0
compra_pos,132.75,21,0,US,105,0,134.81,0.9847,cajero,0
compra_pos,74.15,11,0,domestic,45,3,73.94,1.0029,app_movil,0
pago_online,124.71,15,5,domestic,46,4,131.42,0.9489,sucursal,0
pago_online,236.54,20,3,domestic,98,1,270.83,0.8734,web,0
transferencia,95.01,19,1,domestic,53,2,77.48,1.2263,app_movil,0
retiro_cajero,137.96,12,2,domestic,22,2,97.03,1.4218,app_movil,0
compra_pos,47.22,17,0,domestic,42,0,81.03,0.5828,sucursal,0
compra_pos,49.67,15,4,Africa,124,3,41.07,1.2094,app_movil,0
transferencia_internacional,53.31,4,5,Asia,184,1,64.9,0.8214,sucursal,0
transferencia,115.23,14,0,LATAM,40,4,135.28,0.8518,app_movil,0
transferencia,113.67,9,6,domestic,90,2,71.32,1.5939,sucursal,0
retiro_cajero,189.19,22,2,Asia,44,1,150.42,1.2577,sucursal,0
retiro_cajero,74.13,23,2,domestic,51,1,81.37,0.9111,app_movil,0
retiro_cajero,108.49,8,0,domestic,67,1,94.04,1.1536,sucursal,0
pago_online,17.73,17,5,domestic,55,3,20.37,0.8702,web,0
retiro_cajero,60.2,0,2,US,173,2,54.63,1.1019,app_movil,0
compra_pos,178.58,22,0,US,36,2,114.76,1.5561,app_movil,0
pago_online,320.18,16,2,domestic,19,2,284.24,1.1264,app_movil,0
transferencia,42.22,11,1,domestic,89,1,51.02,0.8276,app_movil,0
pago_online,45.5,9,1,domestic,30,1,54.16,0.8401,web,0
transferencia_internacional,920.78,13,4,domestic,22,1,666.41,1.3817,app_movil,0
retiro_cajero,70.23,13,1,domestic,37,2,97.39,0.7212,app_movil,0
retiro_cajero,106.7,17,6,domestic,71,3,125.69,0.8489,app_movil,0
transferencia,85.24,16,1,domestic,45,1,84.74,1.0059,app_movil,0
pago_online,90.9,13,4,domestic,67,2,72.08,1.2611,sucursal,0
transferencia,1269.41,10,0,domestic,60,3,1088.51,1.1662,web,0
retiro_cajero,189.02,11,0,Asia,62,1,129.39,1.4608,app_movil,0
pago_online,86.56,17,4,domestic,42,0,118.56,0.7301,cajero,0
transferencia,127.77,23,4,EU,61,1,144.34,0.8852,app_movil,0
compra_pos,229.05,11,4,domestic,18,0,247.67,0.9248,web,0
transferencia,74.83,9,0,domestic,72,2,60.76,1.2316,web,0
transferencia,18.94,19,3,domestic,99,1,32.01,0.5917,web,0
retiro_cajero,59.68,19,2,Africa,25,1,57.75,1.0335,web,0
compra_pos,224.19,16,0,EU,63,5,141.0,1.59,web,0
retiro_cajero,101.22,15,0,LATAM,29,2,100.55,1.0067,app_movil,0
transferencia,77.2,10,3,US,42,2,73.35,1.0525,app_movil,0
compra_pos,34.27,11,0,domestic,34,3,56.14,0.6104,cajero,0
pago_online,129.26,9,3,domestic,99,0,113.48,1.139,app_movil,0
compra_pos,83.18,20,6,Africa,69,3,99.55,0.8355,sucursal,0
compra_pos,43.25,10,3,domestic,41,1,38.79,1.1149,cajero,0
compra_pos,22.76,23,4,EU,92,0,13.63,1.6701,web,0
transferencia,49.34,15,0,LATAM,95,0,68.19,0.7236,app_movil,0
pago_online,111.07,13,2,domestic,55,1,107.9,1.0294,app_movil,0
transferencia,636.47,9,3,domestic,8,3,628.01,1.0135,sucursal,0
retiro_cajero,41.63,8,5,US,52,0,50.02,0.8324,app_movil,0
compra_pos,71.01,16,2,Africa,42,2,73.12,0.9712,cajero,0
transferencia,69.09,17,6,EU,41,1,111.53,0.6195,web,0
transferencia,397.18,9,4,Asia,61,3,429.22,0.9254,app_movil,0
transferencia,145.09,14,0,domestic,4,1,142.44,1.0186,app_movil,0
pago_online,236.34,21,1,domestic,14,3,164.39,1.4377,cajero,0
transferencia,105.7,12,3,US,102,2,99.02,1.0675,app_movil,0
transferencia,74.12,14,6,domestic,55,0,69.64,1.0644,app_movil,0
transferencia,47.54,12,3,domestic,104,4,83.08,0.5723,app_movil,0
pago_online,247.79,4,4,Asia,10,8,105.29,2.3534,app_movil,1
retiro_cajero,165.17,14,6,LATAM,19,3,123.74,1.3348,cajero,0
retiro_cajero,38.38,11,4,domestic,79,4,76.35,0.5026,cajero,0
transferencia_internacional,58.62,15,1,domestic,127,1,59.31,0.9883,sucursal,0
compra_pos,88.9,8,3,EU,62,3,80.33,1.1067,app_movil,0
retiro_cajero,38.0,14,0,domestic,66,3,30.94,1.228,web,0
transferencia,117.59,19,5,EU,45,3,106.42,1.105,web,0
transferencia,702.94,18,1,US,33,1,616.17,1.1408,app_movil,0
compra_pos,194.5,18,0,domestic,140,1,155.87,1.2478,app_movil,0
retiro_cajero,259.76,11,6,domestic,56,1,250.96,1.0351,app_movil,0
compra_pos,335.82,22,4,domestic,94,1,323.82,1.0371,sucursal,0
compra_pos,188.0,15,6,domestic,39,1,163.62,1.149,app_movil,0
transferencia,59.63,10,1,domestic,75,5,50.95,1.1703,app_movil,0
compra_pos,192.72,19,6,EU,63,2,185.7,1.0378,app_movil,0
pago_online,127.36,13,0,domestic,110,0,90.76,1.4032,app_movil,0
transferencia,57.86,13,4,domestic,74,0,41.9,1.3808,app_movil,0
transferencia,25.4,16,2,domestic,25,0,31.08,0.8171,cajero,0
retiro_cajero,117.34,18,0,domestic,55,0,140.57,0.8348,web,0
transferencia_internacional,177.59,17,0,domestic,22,3,97.5,1.8214,app_movil,0
pago_online,218.88,15,3,domestic,93,3,304.69,0.7184,app_movil,0
compra_pos,168.84,13,1,US,45,1,144.86,1.1655,app_movil,0
pago_online,58.28,14,3,EU,31,2,48.77,1.195,app_movil,0
compra_pos,54.0,17,2,LATAM,6,1,36.23,1.4905,app_movil,0
retiro_cajero,60.5,13,3,domestic,40,1,54.46,1.1109,web,0
pago_online,108.25,9,6,domestic,86,3,149.64,0.7234,cajero,0
retiro_cajero,62.45,15,0,domestic,68,0,59.68,1.0464,cajero,0
transferencia,124.15,22,2,LATAM,74,2,103.02,1.2051,app_movil,0
compra_pos,101.71,23,2,domestic,70,0,231.59,0.4392,sucursal,0
pago_online,62.1,20,4,Asia,38,2,46.6,1.3326,app_movil,0
compra_pos,72.36,20,1,domestic,65,1,96.07,0.7532,web,0
compra_pos,51.23,15,0,EU,22,2,63.93,0.8013,web,0
retiro_cajero,167.92,15,3,US,48,3,114.22,1.4702,web,0
transferencia,132.06,8,4,domestic,25,2,166.95,0.791,app_movil,0
pago_online,222.39,18,2,domestic,5,1,265.03,0.8391,web,0
retiro_cajero,62.91,15,0,domestic,151,1,153.66,0.4094,web,0
compra_pos,458.81,21,1,domestic,69,0,345.84,1.3267,sucursal,0
pago_online,110.63,22,4,domestic,46,0,133.38,0.8294,sucursal,0
pago_online,470.9,21,2,domestic,77,2,441.7,1.0661,app_movil,0
retiro_cajero,74.0,11,1,domestic,38,2,68.36,1.0825,sucursal,0
pago_online,83.53,11,2,Africa,50,2,95.94,0.8706,web,0
compra_pos,42.0,11,5,domestic,25,1,48.09,0.8734,web,0
compra_pos,69.68,1,4,domestic,141,1,104.77,0.6651,sucursal,0
retiro_cajero,113.86,18,5,domestic,32,3,104.03,1.0944,web,0
compra_pos,115.95,3,1,domestic,38,1,130.9,0.8858,app_movil,0
transferencia_internacional,417.11,15,2,domestic,77,0,244.01,1.7094,app_movil,0
transferencia,48.18,14,4,domestic,64,0,63.33,0.7608,web,0
compra_pos,848.6,7,0,Asia,50,1,554.87,1.5294,app_movil,0
transferencia,86.63,18,5,domestic,58,1,73.43,1.1798,app_movil,0
compra_pos,53.97,14,2,domestic,23,4,98.44,0.5482,app_movil,0
compra_pos,280.28,19,5,EU,76,1,517.09,0.542,web,0
transferencia,231.89,19,3,domestic,103,6,235.13,0.9862,web,0
compra_pos,117.91,0,1,EU,50,1,121.3,0.9721,sucursal,0
transferencia,116.89,16,1,domestic,137,2,110.19,1.0608,web,0
transferencia,55.63,11,3,domestic,53,1,84.58,0.6578,cajero,0
pago_online,192.92,8,0,EU,15,2,180.23,1.0704,sucursal,0
transferencia,114.06,9,4,domestic,58,5,127.75,0.8929,web,0
transferencia,158.3,20,5,LATAM,29,0,108.73,1.4559,app_movil,0
retiro_cajero,131.8,12,6,domestic,11,1,143.86,0.9162,web,0
retiro_cajero,108.56,19,2,domestic,55,2,116.11,0.9349,cajero,0
retiro_cajero,81.51,14,5,domestic,59,1,63.93,1.275,cajero,0
transferencia,9.34,10,1,Africa,86,1,10.36,0.9013,web,0
compra_pos,43.94,22,0,LATAM,35,2,163.75,0.2683,cajero,0
transferencia,29.0,14,5,domestic,97,3,33.74,0.8595,web,0
transferencia_internacional,105.46,19,6,domestic,32,1,93.83,1.124,app_movil,0
transferencia,122.82,10,0,EU,57,1,137.55,0.8929,app_movil,0
transferencia,313.64,21,3,domestic,18,3,249.38,1.2577,cajero,0
transferencia,26.21,14,3,domestic,57,0,48.46,0.541,cajero,0
transferencia,56.47,8,1,US,57,3,45.75,1.2343,cajero,0
transferencia_internacional,80.55,3,0,EU,19,4,24.66,3.2666,web,1
compra_pos,49.49,13,0,domestic,70,1,62.25,0.795,web,0
pago_online,111.1,8,5,Africa,65,0,82.58,1.3453,web,0
pago_online,116.35,9,0,domestic,36,3,100.09,1.1625,cajero,0
retiro_cajero,31.01,10,2,domestic,24,1,26.89,1.1533,app_movil,0
compra_pos,59.53,11,2,US,27,1,112.11,0.531,web,0
transferencia,121.04,20,0,domestic,92,1,94.69,1.2783,app_movil,0
transferencia,56.41,7,4,domestic,36,1,57.98,0.9729,web,0
transferencia,75.8,16,4,domestic,75,1,82.83,0.9151,web,0
pago_online,136.61,13,1,domestic,116,1,134.83,1.0132,web,0
pago_online,186.96,20,4,domestic,84,1,266.33,0.702,web,0
pago_online,89.93,13,2,domestic,72,2,172.08,0.5226,app_movil,0
compra_pos,443.51,16,6,domestic,72,1,713.13,0.6219,web,0
transferencia,134.19,18,1,US,28,1,140.16,0.9574,app_movil,0
pago_online,149.78,18,4,domestic,105,0,137.34,1.0906,sucursal,0
retiro_cajero,157.53,15,2,domestic,83,3,128.67,1.2243,web,0
pago_online,141.8,17,1,LATAM,23,0,140.43,1.0098,cajero,0
transferencia,115.52,13,5,domestic,41,0,110.74,1.0432,cajero,0
transferencia,134.81,11,6,domestic,153,0,124.29,1.0846,cajero,0
transferencia,26.19,9,1,EU,50,4,25.78,1.0159,app_movil,0
transferencia,78.43,19,6,domestic,17,5,84.58,0.9273,cajero,0
compra_pos,46.17,6,1,domestic,54,0,33.81,1.3655,app_movil,0
compra_pos,111.57,22,4,domestic,53,3,132.37,0.8429,sucursal,0
retiro_cajero,163.04,18,1,domestic,35,2,194.69,0.8374,sucursal,0
retiro_cajero,372.29,22,2,domestic,39,0,216.87,1.7166,web,0
transferencia,275.35,13,0,US,49,0,202.81,1.3577,web,0
transferencia,59.86,15,0,domestic,30,0,62.51,0.9575,app_movil,0
retiro_cajero,44.47,6,0,domestic,170,0,51.76,0.8592,sucursal,0
transferencia,330.5,11,1,domestic,26,0,343.82,0.9612,app_movil,0
pago_online,223.32,17,0,US,64,0,193.41,1.1547,app_movil,0
compra_pos,80.87,10,0,domestic,77,2,69.16,1.1693,app_movil,0
retiro_cajero,52.41,21,5,domestic,28,1,61.14,0.8572,web,0
retiro_cajero,76.07,9,4,Asia,212,1,86.78,0.8766,sucursal,0
retiro_cajero,69.36,12,2,domestic,34,2,95.99,0.7226,sucursal,0
retiro_cajero,112.48,11,6,LATAM,99,0,182.11,0.6176,sucursal,0
transferencia,79.1,20,2,domestic,44,0,90.75,0.8716,cajero,0
transferencia,32.6,13,2,domestic,32,2,29.75,1.0959,app_movil,0
compra_pos,61.64,16,2,domestic,77,4,82.33,0.7487,app_movil,0
pago_online,64.15,18,1,domestic,124,0,144.66,0.4435,cajero,0
retiro_cajero,346.38,12,3,Africa,100,1,387.7,0.8934,app_movil,0
