loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
7650, 36 months,11.88,253.65,C,C1,10+ years,RENT,27826,Verified,debt_consolidation,13.77,0,13,0,18607,59.7,28,Fully Paid
7200, 36 months,17.0,256.7,E,E3,5 years,RENT,158272,Not Verified,debt_consolidation,22.74,0,14,0,57360,18.1,28,Fully Paid
10175, 36 months,12.64,341.07,C,C5,4 years,RENT,88904,Source Verified,debt_consolidation,10.57,0,12,0,1694,47.2,21,Current
40000, 60 months,17.62,1007.49,E,E3,6 years,MORTGAGE,154919,Verified,debt_consolidation,23.0,0,17,0,1066,26.9,25,Charged Off
15800, 36 months,20.6,592.03,D,D1,1 year,RENT,39029,Verified,debt_consolidation,23.44,2,19,0,19950,76.7,36,Charged Off
7725, 60 months,5.19,146.45,A,A5,5 years,MORTGAGE,86085,Verified,debt_consolidation,16.64,0,9,0,1867,64.8,24,Fully Paid
8050, 36 months,20.85,302.66,E,E3,< 1 year,MORTGAGE,138699,Verified,debt_consolidation,26.89,1,8,0,8348,27.9,20,Charged Off
14650, 60 months,7.9,296.35,A,A1,7 years,OWN,30165,Not Verified,debt_consolidation,15.74,1,16,0,5835,42.0,33,Fully Paid
8675, 36 months,13.51,294.43,C,C3,10+ years,MORTGAGE,72835,Not Verified,debt_consolidation,36.32,0,9,0,8836,86.3,23,Fully Paid
8700, 36 months,9.62,279.17,A,A2,8 years,RENT,45619,Source Verified,debt_consolidation,15.68,0,13,0,6829,43.8,26,Fully Paid
4550, 36 months,6.2,138.83,A,A1,9 years,RENT,47290,Verified,debt_consolidation,14.38,0,19,0,10924,72.3,29,Fully Paid
9575, 60 months,8.25,195.29,B,B3,< 1 year,MORTGAGE,36583,Not Verified,major_purchase,18.77,0,13,0,1418,12.2,24,Charged Off
1675, 36 months,8.17,52.62,B,B2,10+ years,RENT,77322,Source Verified,credit_card,10.17,0,19,0,31322,14.1,33,Fully Paid
2850, 36 months,14.13,97.59,C,C2,5 years,RENT,51920,Not Verified,major_purchase,18.09,0,19,2,7759,42.2,41,Fully Paid
7725, 36 months,12.72,259.25,C,C1,10+ years,OTHER,34362,Verified,debt_consolidation,11.85,1,7,0,9402,70.6,23,Fully Paid
15700, 60 months,5.17,297.5,A,A4,1 year,RENT,140360,Not Verified,debt_consolidation,24.25,0,15,0,2844,27.8,26,Current
30575, 36 months,7.16,946.31,A,A5,10+ years,RENT,61751,Not Verified,moving,23.45,1,10,0,10182,56.0,29,Fully Paid
13100, 36 months,14.06,448.11,C,C1,10+ years,OWN,23381,Not Verified,debt_consolidation,12.13,0,12,0,14434,79.6,32,Fully Paid
14375, 36 months,9.91,463.23,B,B2,< 1 year,RENT,39694,Source Verified,credit_card,13.77,0,10,0,6750,41.2,29,Charged Off
10700, 60 months,17.85,270.84,D,D2,10+ years,RENT,24632,Source Verified,debt_consolidation,24.24,0,14,1,7357,33.3,35,Fully Paid
17775, 36 months,13.13,600.02,C,C1,< 1 year,RENT,41118,Verified,credit_card,35.86,4,10,1,2988,36.4,27,Fully Paid
11475, 60 months,19.11,298.36,E,E4,10+ years,MORTGAGE,73956,Verified,car,16.52,0,8,0,702,16.8,26,Charged Off
12825, 60 months,17.72,323.72,D,D5,10+ years,OTHER,86813,Verified,car,22.93,0,14,0,7632,11.9,33,Fully Paid
3300, 36 months,8.16,103.65,B,B3,2 years,MORTGAGE,99417,Verified,wedding,22.24,0,16,0,2675,19.6,36,Fully Paid
11875, 36 months,11.31,390.52,C,C1,4 years,RENT,41182,Verified,credit_card,22.3,0,14,0,6133,35.2,33,Fully Paid
10050, 36 months,11.23,330.12,B,B5,8 years,RENT,48355,Not Verified,moving,6.56,0,15,0,60542,32.0,28,Charged Off
7375, 60 months,8.98,153.02,B,B5,10+ years,MORTGAGE,77952,Source Verified,credit_card,11.43,2,7,0,10466,42.9,19,Fully Paid
7775, 36 months,19.0,285.0,D,D2,10+ years,MORTGAGE,100473,Not Verified,debt_consolidation,29.62,0,11,0,3263,38.8,24,Charged Off
3875, 36 months,10.78,126.46,B,B3,10+ years,MORTGAGE,55043,Verified,debt_consolidation,12.02,1,17,0,3195,45.9,29,Fully Paid
14425, 36 months,15.86,506.14,D,D1,5 years,MORTGAGE,88013,Verified,debt_consolidation,15.11,0,9,0,20477,28.9,27,Fully Paid
11650, 36 months,17.23,416.69,D,D2,10+ years,OTHER,42782,Source Verified,other,36.17,0,10,1,2789,44.9,21,Charged Off
10375, 36 months,23.79,405.9,E,E2,10+ years,RENT,16490,Not Verified,debt_consolidation,13.51,0,12,0,1079,79.0,26,Fully Paid
11625, 36 months,21.13,438.75,E,E4,2 years,RENT,103125,Verified,debt_consolidation,17.37,0,12,0,9744,72.2,24,Fully Paid
4125, 36 months,10.37,133.82,B,B5,< 1 year,OWN,83958,Verified,wedding,19.47,0,8,0,73281,26.2,17,Fully Paid
34000, 36 months,8.61,1075.03,B,B1,6 years,RENT,56477,Verified,major_purchase,26.23,0,13,0,8548,45.2,24,Fully Paid
19150, 36 months,15.77,671.08,C,C1,10+ years,RENT,66498,Not Verified,credit_card,21.02,0,12,0,7769,33.7,23,Charged Off
15275, 36 months,11.48,503.56,B,B1,2 years,MORTGAGE,119839,Source Verified,debt_consolidation,13.39,0,16,0,2152,97.5,29,Fully Paid
27975, 36 months,12.12,930.77,C,C2,10+ years,RENT,59571,Verified,debt_consolidation,16.52,0,13,0,1752,68.8,28,Fully Paid
11450, 60 months,19.32,299.04,D,D4,10+ years,RENT,12000,Source Verified,debt_consolidation,15.02,1,9,0,9573,43.8,24,Fully Paid
8100, 36 months,16.75,287.78,D,D3,< 1 year,OWN,17708,Not Verified,debt_consolidation,23.64,0,12,0,33206,76.1,31,Current
11975, 36 months,8.24,376.58,B,B2,7 years,RENT,133684,Verified,home_improvement,16.16,0,8,0,9750,48.1,25,Charged Off
28800, 36 months,5.6,870.94,A,A3,4 years,MORTGAGE,85474,Not Verified,debt_consolidation,17.98,1,11,0,7187,27.9,26,Current
5275, 36 months,10.82,172.25,B,B4,5 years,RENT,118368,Verified,debt_consolidation,13.58,0,15,0,12261,68.9,30,Fully Paid
28575, 36 months,5.25,859.63,A,A5,6 years,MORTGAGE,146071,Not Verified,debt_consolidation,36.66,0,10,2,28701,79.6,23,Fully Paid
3825, 36 months,18.35,138.96,E,E1,10+ years,RENT,141078,Not Verified,debt_consolidation,11.82,0,17,0,62317,24.7,28,Fully Paid
14350, 36 months,8.84,455.26,B,B3,9 years,MORTGAGE,25704,Not Verified,major_purchase,38.46,4,14,2,9327,46.2,25,Fully Paid
20050, 60 months,6.07,388.28,A,A2,10+ years,RENT,53047,Verified,small_business,15.31,0,13,1,32768,70.0,27,Fully Paid
15525, 36 months,5.49,468.72,A,A3,4 years,MORTGAGE,35204,Source Verified,debt_consolidation,23.7,2,12,0,2976,52.4,26,Fully Paid
20600, 36 months,12.32,687.37,C,C5,8 years,MORTGAGE,66038,Not Verified,home_improvement,17.24,0,19,0,7324,70.1,32,Charged Off
9050, 60 months,14.38,212.36,C,C1,10+ years,RENT,26559,Not Verified,debt_consolidation,10.22,0,9,0,5088,12.6,21,Fully Paid
4050, 36 months,9.88,130.45,B,B3,5 years,RENT,61437,Not Verified,house,13.54,0,7,0,36225,26.9,24,Fully Paid
20625, 60 months,5.73,396.15,A,A5,6 years,MORTGAGE,21300,Verified,debt_consolidation,25.77,0,9,0,34499,46.2,22,Fully Paid
36075, 36 months,8.86,1144.83,B,B2,10+ years,RENT,48616,Source Verified,debt_consolidation,10.81,0,11,0,9667,66.3,19,Fully Paid
8800, 36 months,9.3,281.07,B,B4,10+ years,OWN,143637,Source Verified,credit_card,5.84,0,9,0,5741,32.5,22,Fully Paid
15950, 36 months,12.89,536.57,C,C2,5 years,RENT,39763,Verified,debt_consolidation,7.98,1,15,0,9922,19.7,32,Current
5525, 60 months,12.89,125.4,C,C1,8 years,MORTGAGE,39514,Verified,debt_consolidation,16.49,0,16,0,5714,53.0,25,Fully Paid
5250, 36 months,10.82,171.43,B,B2,10+ years,MORTGAGE,64571,Source Verified,small_business,11.1,0,14,0,38261,60.5,26,Fully Paid
10650, 36 months,9.8,342.65,B,B2,< 1 year,RENT,66785,Verified,home_improvement,16.83,0,9,0,17166,49.2,20,Fully Paid
5925, 36 months,27.34,242.97,G,G2,6 years,RENT,72280,Not Verified,house,20.82,0,8,0,4354,36.4,21,Fully Paid
10575, 36 months,11.64,349.43,B,B2,10+ years,RENT,37159,Not Verified,debt_consolidation,21.16,0,8,3,2170,34.3,24,Fully Paid
40000, 60 months,19.31,1044.46,D,D1,< 1 year,OTHER,41738,Source Verified,debt_consolidation,19.11,4,13,0,2702,31.7,28,Fully Paid
6025, 36 months,5.0,180.57,A,A5,9 years,MORTGAGE,62379,Not Verified,major_purchase,37.0,5,5,0,19149,30.0,23,Fully Paid
12550, 60 months,10.63,270.56,C,C3,< 1 year,MORTGAGE,108026,Not Verified,debt_consolidation,30.95,0,6,0,47456,42.3,22,Fully Paid
2875, 36 months,5.98,87.44,A,A4,10+ years,RENT,38631,Not Verified,debt_consolidation,11.23,1,13,0,7505,31.6,29,Fully Paid
14275, 60 months,14.17,333.41,C,C3,10+ years,RENT,53196,Verified,credit_card,21.12,0,10,0,2347,60.0,22,Fully Paid
6025, 36 months,24.56,238.15,F,F3,< 1 year,MORTGAGE,18746,Not Verified,major_purchase,20.67,0,11,1,25592,50.2,21,Charged Off
12125, 60 months,11.08,264.11,B,B4,< 1 year,OWN,46084,Not Verified,home_improvement,10.58,0,7,0,2894,24.3,20,Current
11900, 36 months,5.91,361.54,A,A1,10+ years,RENT,67571,Not Verified,educational,13.2,0,13,3,5498,66.9,29,Fully Paid
10900, 60 months,5.0,205.7,A,A4,5 years,MORTGAGE,100936,Source Verified,home_improvement,8.58,1,4,0,6168,15.9,17,Fully Paid
5075, 36 months,7.45,157.75,B,B1,9 years,RENT,37357,Verified,other,13.19,0,11,0,2866,51.3,30,Fully Paid
8100, 36 months,7.35,251.4,A,A3,3 years,MORTGAGE,66371,Not Verified,educational,21.28,0,18,0,15376,20.3,30,Current
11650, 60 months,8.09,236.72,A,A1,2 years,RENT,70472,Not Verified,credit_card,25.22,5,9,0,7872,19.5,18,Fully Paid
8350, 36 months,13.64,283.93,D,D5,3 years,MORTGAGE,20430,Not Verified,other,39.88,0,12,0,2036,81.7,28,Fully Paid
26425, 60 months,11.62,582.75,B,B4,3 years,OWN,28163,Not Verified,debt_consolidation,22.57,3,11,0,8301,16.3,26,Current
10175, 36 months,10.2,329.27,B,B5,6 years,MORTGAGE,80939,Verified,credit_card,19.36,0,8,0,5038,57.5,22,Current
4925, 36 months,19.89,182.75,E,E3,10+ years,OWN,62088,Verified,medical,34.25,1,8,0,2935,36.3,22,Current
13375, 60 months,5.56,255.85,A,A4,8 years,RENT,63384,Not Verified,car,30.61,0,6,3,14886,32.0,16,Fully Paid
1775, 36 months,26.39,71.89,F,F3,9 years,OWN,34278,Verified,debt_consolidation,13.16,0,13,0,8036,59.1,27,Charged Off
39050, 36 months,10.85,1275.67,B,B5,7 years,OWN,25113,Verified,debt_consolidation,15.65,2,6,0,5831,26.3,23,Fully Paid
2950, 60 months,20.74,79.38,E,E3,4 years,RENT,79798,Not Verified,small_business,21.71,0,8,2,1939,26.1,19,Current
18525, 36 months,11.9,614.41,C,C4,1 year,MORTGAGE,66194,Source Verified,debt_consolidation,9.58,1,9,0,10093,34.8,18,Charged Off
16600, 36 months,18.92,607.82,D,D4,4 years,OWN,18688,Source Verified,car,19.22,1,11,0,8129,28.3,28,Charged Off
4475, 36 months,27.05,182.81,G,G3,10+ years,RENT,56426,Source Verified,major_purchase,19.6,0,7,0,963,4.4,16,Fully Paid
14625, 60 months,9.95,310.38,B,B4,10+ years,MORTGAGE,174310,Not Verified,debt_consolidation,22.06,0,8,0,58345,4.9,19,Fully Paid
6100, 60 months,24.11,175.87,F,F4,6 years,MORTGAGE,85806,Not Verified,other,23.33,0,9,0,28347,66.3,20,Current
8800, 60 months,8.35,179.91,B,B3,10+ years,RENT,34987,Not Verified,small_business,14.36,2,11,0,7303,21.9,31,Fully Paid
13750, 36 months,9.98,443.54,B,B5,2 years,MORTGAGE,66178,Not Verified,debt_consolidation,19.6,0,11,0,21591,32.6,24,Fully Paid
9550, 36 months,10.55,310.62,B,B4,10+ years,RENT,52919,Source Verified,debt_consolidation,13.93,0,21,0,5531,20.6,33,Current
4900, 36 months,12.34,163.55,C,C4,10+ years,RENT,160783,Verified,car,24.13,0,14,0,5755,13.2,30,Fully Paid
13175, 36 months,6.85,405.9,A,A4,4 years,MORTGAGE,30475,Source Verified,debt_consolidation,17.85,0,7,0,15151,49.4,18,Fully Paid
8550, 36 months,13.09,288.45,C,C4,8 years,MORTGAGE,130575,Verified,debt_consolidation,24.24,0,7,0,5526,5.0,21,Fully Paid
9150, 36 months,14.37,314.37,C,C3,9 years,OWN,29255,Verified,home_improvement,7.94,3,12,0,11817,51.2,21,Charged Off
9525, 60 months,16.05,231.88,D,D5,7 years,MORTGAGE,73152,Verified,debt_consolidation,9.81,0,9,0,2187,17.3,25,Fully Paid
3850, 60 months,20.34,102.73,E,E5,10+ years,MORTGAGE,88173,Source Verified,debt_consolidation,18.69,0,10,0,2047,83.4,27,Fully Paid
4500, 36 months,10.16,145.54,B,B1,10+ years,MORTGAGE,119647,Source Verified,debt_consolidation,9.96,0,11,0,7996,14.2,23,Fully Paid
6550, 60 months,9.02,136.03,B,B4,10+ years,MORTGAGE,94940,Verified,debt_consolidation,24.66,0,17,2,2109,85.1,29,Fully Paid
13175, 60 months,8.26,268.78,B,B4,8 years,OWN,23990,Verified,debt_consolidation,24.74,0,6,0,14818,38.4,22,Current
5150, 36 months,8.51,162.6,B,B1,1 year,MORTGAGE,59915,Verified,debt_consolidation,19.78,2,8,0,14470,73.6,22,Fully Paid
22750, 36 months,7.11,703.6,A,A5,1 year,MORTGAGE,81367,Source Verified,moving,14.5,0,9,0,1166,24.5,24,Fully Paid
11375, 36 months,9.15,362.52,B,B2,3 years,RENT,114897,Verified,car,14.31,0,14,0,5703,46.1,26,Fully Paid
12750, 36 months,9.13,406.22,B,B2,2 years,OWN,30384,Source Verified,debt_consolidation,23.53,2,1,0,18151,36.7,9,Fully Paid
7825, 36 months,24.91,310.75,F,F5,10+ years,MORTGAGE,34082,Source Verified,debt_consolidation,21.0,0,9,0,3081,45.7,27,Fully Paid
3225, 36 months,14.53,111.05,C,C4,5 years,RENT,24881,Verified,debt_consolidation,11.65,1,6,0,8887,28.8,26,Current
14350, 60 months,11.29,314.08,B,B2,10+ years,MORTGAGE,59861,Source Verified,debt_consolidation,19.46,0,7,0,3477,63.4,27,Charged Off
5950, 36 months,12.08,197.85,C,C3,10+ years,MORTGAGE,70424,Not Verified,home_improvement,29.78,0,8,0,2998,74.8,29,Fully Paid
3475, 36 months,7.88,108.7,A,A3,10+ years,RENT,74066,Verified,other,20.64,0,10,3,9013,21.2,19,Fully Paid
5500, 36 months,12.63,184.34,B,B1,2 years,MORTGAGE,51045,Verified,debt_consolidation,14.17,0,17,0,1563,67.2,28,Charged Off
9350, 36 months,13.19,315.89,C,C5,6 years,RENT,55945,Source Verified,debt_consolidation,15.04,0,18,2,6706,47.9,36,Fully Paid
1850, 36 months,12.89,62.24,C,C5,4 years,MORTGAGE,56208,Not Verified,other,14.17,0,9,0,13798,6.1,16,Fully Paid
7800, 36 months,9.08,248.33,B,B2,10+ years,RENT,52075,Not Verified,credit_card,13.78,0,9,4,2626,5.7,25,Fully Paid
20025, 60 months,25.4,592.47,G,G4,10+ years,RENT,19908,Verified,debt_consolidation,10.13,0,13,0,3318,60.9,29,Charged Off
10100, 36 months,21.26,381.87,E,E5,3 years,RENT,33726,Verified,other,17.17,0,12,2,17227,48.0,28,Current
22900, 60 months,12.9,519.87,C,C2,4 years,MORTGAGE,82669,Verified,debt_consolidation,8.82,2,7,0,1196,35.0,18,Charged Off
7450, 36 months,12.78,250.23,C,C2,8 years,RENT,45856,Source Verified,debt_consolidation,22.46,1,9,0,24316,67.5,19,Charged Off
22175, 36 months,14.03,758.21,C,C5,3 years,OWN,44333,Source Verified,debt_consolidation,14.42,1,12,0,1620,42.4,22,Fully Paid
3850, 36 months,10.67,125.44,B,B2,10+ years,RENT,127999,Not Verified,debt_consolidation,27.9,0,12,0,10547,80.1,32,Charged Off
15050, 60 months,8.6,309.5,B,B1,10+ years,OWN,114141,Not Verified,debt_consolidation,11.05,0,9,0,7184,36.6,20,Fully Paid
9150, 60 months,5.63,175.33,A,A1,10+ years,MORTGAGE,38628,Source Verified,moving,15.58,0,11,4,5911,54.9,28,Fully Paid
25550, 36 months,12.07,849.48,C,C5,10+ years,OWN,146483,Source Verified,debt_consolidation,17.19,0,16,1,13345,52.9,23,Current
7400, 36 months,16.17,260.78,C,C4,8 years,RENT,53243,Source Verified,debt_consolidation,10.36,0,11,1,3933,45.4,29,Charged Off
4725, 36 months,11.72,156.31,B,B1,4 years,RENT,96756,Source Verified,debt_consolidation,20.0,1,11,0,5986,25.9,22,Fully Paid
14100, 60 months,25.06,414.35,F,F1,10+ years,MORTGAGE,58645,Not Verified,debt_consolidation,10.39,0,18,0,9539,48.4,33,Fully Paid
31350, 36 months,19.44,1156.15,E,E5,10+ years,MORTGAGE,40786,Source Verified,car,19.52,0,9,0,3607,42.1,20,Charged Off
11675, 36 months,16.11,411.09,D,D3,< 1 year,RENT,96869,Verified,debt_consolidation,29.76,3,11,0,6599,49.1,23,Fully Paid
9600, 36 months,13.55,326.01,C,C2,5 years,RENT,34846,Not Verified,home_improvement,20.85,0,9,0,2536,51.6,27,Fully Paid
4225, 36 months,23.31,164.23,E,E1,< 1 year,MORTGAGE,54483,Source Verified,home_improvement,13.77,0,11,0,6587,48.6,23,Fully Paid
19200, 60 months,6.93,379.55,A,A3,10+ years,RENT,59771,Source Verified,debt_consolidation,26.22,0,6,0,2653,37.8,16,Fully Paid
9525, 36 months,17.26,340.83,D,D4,2 years,RENT,47512,Not Verified,small_business,41.65,0,12,0,15420,26.9,27,Fully Paid
16150, 36 months,5.0,484.03,A,A3,10+ years,MORTGAGE,26480,Verified,debt_consolidation,18.17,0,7,0,6600,29.7,27,Fully Paid
11350, 36 months,16.89,404.04,D,D5,4 years,MORTGAGE,81143,Source Verified,debt_consolidation,12.65,0,10,0,2383,12.0,24,Charged Off
40000, 36 months,7.41,1242.6,B,B4,10+ years,OWN,104025,Not Verified,debt_consolidation,16.96,0,9,0,1718,45.7,23,Fully Paid
6675, 36 months,19.27,245.59,E,E4,7 years,RENT,66073,Not Verified,debt_consolidation,10.11,0,9,0,8023,36.2,25,Charged Off
6850, 60 months,24.07,197.34,F,F3,4 years,MORTGAGE,37932,Source Verified,debt_consolidation,25.88,0,15,0,9293,49.8,24,Fully Paid
20100, 36 months,6.05,611.94,A,A5,4 years,RENT,219824,Source Verified,home_improvement,18.59,2,11,0,3572,79.7,23,Fully Paid
20450, 36 months,12.05,679.72,C,C1,4 years,RENT,52122,Source Verified,other,13.32,0,9,0,10483,71.0,21,Fully Paid
20925, 36 months,26.06,843.75,G,G3,10+ years,MORTGAGE,51589,Verified,debt_consolidation,20.26,0,16,1,26952,34.5,26,Fully Paid
9800, 36 months,12.68,328.69,C,C1,10+ years,MORTGAGE,12000,Source Verified,other,13.48,3,14,2,27445,28.2,28,Charged Off
11425, 36 months,19.62,422.39,E,E3,4 years,OWN,28435,Not Verified,debt_consolidation,15.21,0,8,0,46996,33.7,21,Charged Off
3850, 60 months,13.03,87.66,C,C1,7 years,MORTGAGE,120127,Source Verified,educational,16.46,2,9,0,2540,44.7,25,Charged Off
8825, 36 months,9.42,282.36,B,B3,< 1 year,RENT,431812,Source Verified,vacation,33.88,0,10,0,7021,49.6,19,Charged Off
12000, 60 months,11.42,263.43,B,B4,10+ years,RENT,129508,Verified,debt_consolidation,10.48,1,5,0,4390,15.7,21,Fully Paid
12000, 36 months,6.43,367.41,B,B2,3 years,MORTGAGE,32042,Source Verified,home_improvement,22.44,0,10,0,2809,7.7,19,Fully Paid
5800, 36 months,16.87,206.41,D,D4,10+ years,MORTGAGE,79670,Not Verified,medical,12.41,0,18,1,9856,46.1,32,Fully Paid
4575, 36 months,9.61,146.79,B,B1,9 years,RENT,47413,Verified,debt_consolidation,33.31,0,15,1,1251,66.1,31,Charged Off
20550, 60 months,12.8,465.47,C,C5,8 years,MORTGAGE,48291,Verified,debt_consolidation,11.4,3,10,0,51917,25.7,27,Fully Paid
18400, 60 months,11.94,408.74,C,C4,2 years,OWN,27416,Verified,debt_consolidation,11.5,0,8,0,2766,26.5,24,Fully Paid
8400, 60 months,12.78,190.18,C,C2,< 1 year,MORTGAGE,81772,Verified,debt_consolidation,22.36,0,15,0,1848,55.4,33,Fully Paid
20375, 60 months,17.55,512.42,E,E1,8 years,MORTGAGE,27969,Source Verified,car,16.45,0,11,0,6664,21.0,20,Fully Paid
19100, 36 months,27.31,782.94,G,G4,6 years,OTHER,15056,Not Verified,car,22.8,1,9,0,8905,45.8,18,Charged Off
3050, 36 months,10.08,98.53,B,B3,1 year,MORTGAGE,46835,Not Verified,vacation,26.8,0,16,0,19368,53.6,36,Fully Paid
9200, 60 months,15.44,221.0,D,D5,10+ years,RENT,12892,Source Verified,debt_consolidation,17.75,0,5,0,11360,30.4,20,Fully Paid
25250, 60 months,19.41,660.71,D,D1,5 years,RENT,36871,Source Verified,debt_consolidation,24.73,0,10,0,17363,22.9,19,Fully Paid
3250, 36 months,12.82,109.22,C,C4,3 years,MORTGAGE,85799,Verified,debt_consolidation,7.56,5,10,0,25021,55.6,21,Fully Paid
3575, 36 months,24.07,140.39,F,F1,10+ years,RENT,118073,Not Verified,car,19.04,0,15,0,3480,24.9,23,Charged Off
15325, 36 months,11.5,505.36,B,B3,10+ years,MORTGAGE,87778,Source Verified,home_improvement,15.21,0,13,0,47074,26.2,25,Fully Paid
24450, 36 months,9.71,785.61,A,A2,4 years,OWN,52132,Verified,educational,30.06,0,7,0,8644,66.6,18,Fully Paid
8125, 36 months,18.31,295.0,E,E4,10+ years,RENT,43197,Verified,medical,6.89,1,5,0,17712,28.4,13,Fully Paid
7125, 36 months,8.63,225.35,B,B1,10+ years,MORTGAGE,34339,Source Verified,debt_consolidation,12.28,0,11,0,8521,72.1,17,Fully Paid
3000, 36 months,19.85,111.26,E,E1,10+ years,MORTGAGE,146069,Verified,debt_consolidation,9.72,0,14,0,3949,49.5,35,Charged Off
8025, 60 months,18.89,207.69,E,E1,2 years,RENT,28134,Not Verified,debt_consolidation,17.92,0,8,0,8238,47.3,18,Fully Paid
3525, 60 months,7.77,71.09,A,A2,10+ years,MORTGAGE,64508,Source Verified,home_improvement,18.2,0,15,0,13303,43.2,24,Fully Paid
7700, 60 months,18.72,198.56,E,E1,4 years,MORTGAGE,85486,Not Verified,medical,16.69,0,12,0,7702,41.3,27,Charged Off
24750, 60 months,11.4,543.08,B,B5,5 years,MORTGAGE,18192,Not Verified,debt_consolidation,22.67,1,9,0,14133,2.6,24,Fully Paid
3975, 36 months,13.94,135.74,C,C5,4 years,RENT,14055,Not Verified,car,25.57,1,11,0,27575,33.6,27,Fully Paid
8275, 60 months,14.75,195.78,C,C1,3 years,MORTGAGE,85370,Source Verified,credit_card,19.02,0,13,0,5837,34.8,25,Fully Paid
18075, 36 months,18.73,660.09,E,E5,10+ years,RENT,25007,Verified,debt_consolidation,9.65,0,11,0,5648,39.1,25,Charged Off
5725, 60 months,5.92,110.47,A,A4,9 years,MORTGAGE,72094,Not Verified,major_purchase,13.17,2,9,0,21176,14.2,23,Fully Paid
13150, 36 months,14.35,451.67,C,C5,4 years,RENT,35405,Source Verified,credit_card,21.63,0,10,0,20456,13.9,21,Fully Paid
17450, 60 months,17.57,439.04,D,D1,1 year,MORTGAGE,70302,Not Verified,debt_consolidation,18.19,0,12,0,15550,35.7,25,Fully Paid
10450, 36 months,16.07,367.75,D,D3,4 years,RENT,76260,Verified,small_business,12.71,2,6,1,11118,56.8,20,Fully Paid
10600, 36 months,16.28,374.13,D,D4,5 years,RENT,109423,Not Verified,major_purchase,24.89,4,6,0,9230,40.6,17,Fully Paid
4575, 36 months,5.85,138.87,A,A2,5 years,RENT,78106,Not Verified,debt_consolidation,20.83,0,8,0,5022,29.9,31,Fully Paid
7475, 36 months,9.24,238.54,B,B1,4 years,MORTGAGE,68508,Source Verified,debt_consolidation,24.75,1,17,0,17514,54.5,29,Fully Paid
11075, 36 months,8.05,347.31,B,B2,< 1 year,RENT,170025,Not Verified,debt_consolidation,19.15,0,11,0,15473,16.2,22,Fully Paid
2600, 36 months,14.8,89.88,D,D3,6 years,MORTGAGE,33314,Verified,debt_consolidation,12.36,0,10,0,21934,58.0,25,Fully Paid
2050, 60 months,11.01,44.58,B,B2,10+ years,RENT,61785,Source Verified,debt_consolidation,29.44,0,20,0,40977,11.5,30,Fully Paid
8875, 36 months,9.19,283.01,B,B1,2 years,MORTGAGE,103389,Not Verified,debt_consolidation,21.61,4,5,0,3668,49.6,19,Fully Paid
12900, 36 months,25.73,517.9,F,F1,1 year,MORTGAGE,12138,Verified,debt_consolidation,20.36,0,12,0,26083,24.9,20,Fully Paid
10525, 36 months,7.39,326.86,A,A3,7 years,RENT,149485,Verified,debt_consolidation,23.61,0,10,0,17329,47.6,21,Fully Paid
3175, 36 months,27.47,130.42,G,G1,5 years,RENT,54191,Verified,small_business,14.82,0,14,0,16583,40.2,23,Charged Off
21425, 36 months,11.93,710.9,C,C3,8 years,RENT,77449,Verified,major_purchase,20.67,0,13,0,21134,21.5,27,Fully Paid
